date,value
2021-01-01,100.24835707650561
2021-01-02,112.35990069433313
2021-01-03,118.50704334810152
2021-01-04,117.1863471659854
2021-01-05,112.33587098235812
2021-01-06,109.17830668002313
2021-01-07,114.21239835639082
2021-01-08,123.17887884174857
2021-01-09,131.4610556361898
2021-01-10,130.67030135500153
2021-01-11,126.3236644387838
2021-01-12,113.2045443985027
2021-01-13,108.54446274009594
2021-01-14,100.46019734040306
2021-01-15,108.84170214585204
2021-01-16,108.83995316309638
2021-01-17,104.0259748118153
2021-01-18,95.2033291079541
2021-01-19,82.89511621790382
2021-01-20,75.88097076804414
2021-01-21,76.49854525954633
2021-01-22,79.08893289641935
2021-01-23,87.88818402836284
2021-01-24,96.66920840756087
2021-01-25,90.67137561006565
2021-01-26,79.21829974998707
2021-01-27,74.27006599957545
2021-01-28,79.8714131039956
2021-01-29,93.0554525410725
2021-01-30,98.08055396881502
2021-01-31,107.04484943737913
2021-02-01,100.68505069437674
2021-02-02,104.94162009690133
2021-02-03,103.80948477153495
2021-02-04,104.2366116907625
2021-02-05,123.37655986462833
2021-02-06,120.10170011170734
2021-02-07,120.77559075095533
2021-02-08,122.73076613474615
2021-02-09,117.30620882041262
2021-02-10,113.7530932099271
2021-02-11,102.9320303504601
2021-02-12,115.19709234923432
2021-02-13,113.78827844861016
2021-02-14,110.3857975805008
2021-02-15,105.77294300482097
2021-02-16,91.6088591443367
2021-02-17,71.65931009534022
2021-02-18,85.45260876520888
2021-02-19,88.83967605977573
2021-02-20,84.41205314901153
2021-02-21,89.57587674136659
2021-02-22,83.48278843246665
2021-02-23,74.00185437588208
2021-02-24,66.06825652192046
2021-02-25,69.65205022708744
2021-02-26,
2021-02-27,99.17118572909956
2021-02-28,101.93136707678353
2021-03-01,96.7841585267577
2021-03-02,97.29345626017628
2021-03-03,79.74381461184635
2021-03-04,102.94630927320641
2021-03-05,
2021-03-06,118.63439695708199
2021-03-07,120.6505635815746
2021-03-08,116.35459440060076
2021-03-09,118.90794803627142
2021-03-10,107.35740247509378
2021-03-11,111.23329225835352
2021-03-12,116.12014589164085
2021-03-13,124.13839507542419
2021-03-14,121.58491718250812
2021-03-15,108.95340954996814
2021-03-16,102.32496149013086
2021-03-17,88.62725497191454
2021-03-18,83.52359222213707
2021-03-19,90.54943235832077
2021-03-20,99.87491072905001
2021-03-21,95.9555637555249
2021-03-22,85.1617459239402
2021-03-23,75.06287203438326
2021-03-24,69.67998299857128
2021-03-25,75.84289115722453
2021-03-26,
2021-03-27,90.3442360535875
2021-03-28,95.98667347289052
2021-03-29,92.78501491057938
2021-03-30,86.9600374559301
2021-03-31,85.9297136314908
2021-04-01,92.2378376979388
2021-04-02,104.77917179920489
2021-04-03,116.5654549380251
2021-04-04,121.74207328870668
2021-04-05,119.31227447469982
2021-04-06,112.3701302507075
2021-04-07,108.89149065085118
2021-04-08,110.93409263200705
2021-04-09,120.29186150574667
2021-04-10,126.87535956154949
2021-04-11,127.12572472960758
2021-04-12,114.9145452682632
2021-04-13,108.9086094669262
2021-04-14,96.65703540445138
2021-04-15,96.55130272147198
2021-04-16,96.86990024478948
2021-04-17,104.51681071302569
2021-04-18,99.26675546104255
2021-04-19,91.20609499569824
2021-04-20,85.33286353624946
2021-04-21,71.55889601707398
2021-04-22,72.87997370384599
2021-04-23,81.75977466001582
2021-04-24,89.88337242020158
2021-04-25,91.64742947745164
2021-04-26,88.84226301433046
2021-04-27,89.46050569624838
2021-04-28,78.45520916756502
2021-04-29,85.54223604874329
2021-04-30,100.90662193843929
2021-05-01,113.65301742429952
2021-05-02,119.77278209639279
2021-05-03,117.02241079383346
2021-05-04,104.0877005880593
2021-05-05,113.64014873361722
2021-05-06,107.43904786651179
2021-05-07,122.73082409316322
2021-05-08,126.51966160024695
2021-05-09,131.6079790257126
2021-05-10,126.92190653631462
2021-05-11,115.80505079645413
2021-05-12,108.5133819341835
2021-05-13,112.54932744901905
2021-05-14,111.5354102767671
2021-05-15,
2021-05-16,116.09748406433397
2021-05-17,107.3273787897947
2021-05-18,
2021-05-19,83.10350628902945
2021-05-20,81.88865559022622
2021-05-21,82.43196229114271
2021-05-22,97.61754510805011
2021-05-23,90.2973906848991
2021-05-24,86.40638691678627
2021-05-25,
2021-05-26,74.95952179016841
2021-05-27,73.28607416991197
2021-05-28,81.94376539605888
2021-05-29,108.54670262505141
2021-05-30,102.77535016424007
2021-05-31,101.04372533937105
2021-06-01,91.28374165946467
2021-06-02,96.78060194711179
2021-06-03,99.37043807622607
2021-06-04,124.1105750535309
2021-06-05,
2021-06-06,128.16078688859662
2021-06-07,136.71461343366303
2021-06-08,121.8969728000211
2021-06-09,110.46993551916134
2021-06-10,
2021-06-11,126.50818936814814
2021-06-12,117.39042523954907
2021-06-13,114.5292121350206
2021-06-14,115.58005944729261
2021-06-15,107.88123530830993
2021-06-16,
2021-06-17,90.97160743491722
2021-06-18,95.12177464982501
2021-06-19,100.21071171769523
2021-06-20,98.90153855791846
2021-06-21,
2021-06-22,79.97533761466069
2021-06-23,74.3587048010341
2021-06-24,75.75046411422701
2021-06-25,86.87427795822614
2021-06-26,94.39231265882917
2021-06-27,103.448126597473
2021-06-28,100.06597187255177
2021-06-29,96.75165581201546
2021-06-30,97.83117391816592
2021-07-01,105.01145336464796
2021-07-02,115.58634862530737
2021-07-03,124.9000765571246
2021-07-04,130.56826592473087
2021-07-05,129.30805027124416
2021-07-06,121.66264759870273
2021-07-07,117.48735165687177
2021-07-08,119.14636648381357
2021-07-09,125.2611634298537
2021-07-10,131.31346761001893
2021-07-11,130.6824742304881
2021-07-12,122.52767811718569
