date,value
2021-01-01,19.632179694316193
2021-01-02,24.109758221239197
2021-01-03,20.79066995405704
2021-01-04,18.312010674318504
2021-01-05,23.483195253672417
2021-01-06,21.3175753262278
2021-01-07,22.53445280101016
2021-01-08,19.244107293535514
2021-01-09,22.083148562248798
2021-01-10,22.56418589228433
2021-01-11,22.964438818534177
2021-01-12,26.770835707571717
2021-01-13,18.57231785835873
2021-01-14,25.47811194892873
2021-01-15,25.212193748808577
2021-01-16,26.623526370738887
2021-01-17,25.0650174413089
2021-01-18,21.56522504590237
2021-01-19,26.560619459564965
2021-01-20,24.820748791993992
2021-01-21,21.814220881891753
2021-01-22,26.859895704119765
2021-01-23,24.050219436113036
2021-01-24,28.034298034240873
2021-01-25,25.359046546019087
2021-01-26,20.723660375854806
2021-01-27,24.886371688862262
2021-01-28,28.67755356893272
2021-01-29,27.185098177898418
2021-01-30,22.066198076040042
2021-01-31,31.06791003524016
2021-02-01,25.600123053472554
2021-02-02,29.530366899116352
2021-02-03,26.004759105904157
2021-02-04,31.116533568203504
2021-02-05,31.105921921606868
2021-02-06,26.389095969318607
2021-02-07,32.81734944525676
2021-02-08,30.583235318291827
2021-02-09,27.145503651772014
2021-02-10,34.32766982295766
2021-02-11,31.008103710630916
2021-02-12,31.670591267238315
2021-02-13,29.17339515548218
2021-02-14,29.218349241781464
2021-02-15,32.23387180014276
2021-02-16,32.612288301974324
2021-02-17,29.395280914525554
2021-02-18,31.005008485672025
2021-02-19,33.061014218739295
2021-02-20,28.97052970134271
2021-02-21,33.65489800147917
2021-02-22,31.230350513514864
2021-02-23,31.06824025607333
2021-02-24,33.39903582877853
2021-02-25,33.761991229974875
2021-02-26,31.133068546468937
2021-02-27,33.00165014893197
2021-02-28,31.859171730754237
2021-03-01,30.408686776524952
2021-03-02,30.09330983881418
2021-03-03,32.14583828137654
2021-03-04,31.658403082478188
2021-03-05,31.81894597746112
2021-03-06,36.63871457005691
2021-03-07,30.401321171903625
2021-03-08,29.377156478645666
2021-03-09,32.47803196253913
2021-03-10,33.96256865899858
2021-03-11,34.10455064924937
2021-03-12,34.86935369864139
2021-03-13,35.66927652699906
2021-03-14,32.78935324090595
2021-03-15,34.734650866931595
2021-03-16,
2021-03-17,33.10047904631688
2021-03-18,33.312437665247316
2021-03-19,36.9299869063996
2021-03-20,36.14413503820166
2021-03-21,37.50463816917994
2021-03-22,34.52336584629721
2021-03-23,32.18572912413583
2021-03-24,
2021-03-25,34.57826245622052
2021-03-26,35.59406000781825
2021-03-27,32.70348114793712
2021-03-28,
2021-03-29,33.438681944865785
2021-03-30,37.62655227177842
2021-03-31,30.600685096286906
2021-04-01,36.80241415896249
2021-04-02,33.82849537378915
2021-04-03,34.79884739212037
2021-04-04,36.80191000248465
2021-04-05,35.90574528170031
2021-04-06,37.06822528501078
2021-04-07,36.32102605796189
2021-04-08,33.198186470729254
2021-04-09,36.976428255659826
2021-04-10,31.320530536524032
2021-04-11,33.76298939125606
2021-04-12,37.023815237906895
2021-04-13,33.35745924566476
2021-04-14,31.24375749088096
2021-04-15,38.79361842215181
2021-04-16,36.48426019408348
2021-04-17,37.34961618397648
2021-04-18,31.799706954341872
2021-04-19,35.810064933632695
2021-04-20,33.740558723541525
2021-04-21,34.656232669738586
2021-04-22,33.01547372667164
2021-04-23,31.742915338622065
2021-04-24,32.18019956107278
2021-04-25,35.659962461268876
2021-04-26,33.815791015060356
2021-04-27,36.65596097228028
2021-04-28,32.88234017768627
2021-04-29,32.91196306432318
2021-04-30,32.983712450196485
2021-05-01,33.242765970360466
2021-05-02,36.275584410518064
2021-05-03,29.5521072106773
2021-05-04,31.439438691410118
2021-05-05,35.183723828225645
2021-05-06,32.38087854934446
2021-05-07,32.88449496219452
2021-05-08,28.77009596412043
2021-05-09,31.416455310608278
2021-05-10,35.32893915744949
2021-05-11,27.283076428091448
2021-05-12,
